IncidentId,IncidentLink,OriginalCreateDate,OriginalOwningTeamId,OriginalOwningTeamName,OriginalOwningTenantName,OriginalSeverity,OriginalIncidentType,OriginalTitle,CurrentStatus,CurrentSeverity,CurrentOwningTeamId,CurrentOwningTeamName,CurrentOwningTenantName,CurrentIncidentType,CurrentTitle,ParentIncidentId,ModifiedDate,MitigateDate,ResolveDate,HasAutoTransfer,HasAutoLink,HasAnyAutoAction,AutoTransferCorrect,AutoLinkCorrect,HasManualTransferAfterAuto,HasManualRelationshipUpdateAfterAuto,HasAnyManualCorrectionAfterAuto,FirstAutoTransferAt,FirstAutoLinkAt,FirstManualTransferAt,FirstManualRelationshipUpdateAt,FirstAutoActionAt,TransferLatencySeconds,LinkLatencySeconds,FirstAutoActionLatencySeconds,AutoTransferEventCount,AutoLinkEventCount,ManualTransferEventCount,ManualRelationshipUpdateEventCount,IsStillInOriginalTeam
771428860,https://portal.microsofticm.com/imp/v3/incidents/details/771428860/home,2026-03-31 11:20:58.487000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBZ06PrdStr02,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBZ06PrdStr02,770974418,2026-04-09 01:47:04.383000+00:00,2026-03-31 16:10:22.877000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:21:00.327000+00:00,,,,,0,0,0,8,1
771429029,https://portal.microsofticm.com/imp/v3/incidents/details/771429029/home,2026-03-31 11:21:28.173000+00:00,60163,CLOUDNET\ManagedNetworkController,Cloudnet,25,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicConnCommit Region: japanwest Instance: azfAnmCPPublicConnCommitjapanwestProd,MITIGATED,25,60163,CLOUDNET\ManagedNetworkController,Cloudnet,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicConnCommit Region: japanwest Instance: azfAnmCPPublicConnCommitjapanwestProd,771567597,2026-04-03 19:33:09.430000+00:00,2026-03-31 19:21:33.157000+00:00,,0,0,0,,,0,0,0,,,2026-03-31 11:21:40.190000+00:00,2026-03-31 17:08:36.330000+00:00,,,,,0,0,1,1,1
771429229,https://portal.microsofticm.com/imp/v3/incidents/details/771429229/home,2026-03-31 11:21:53.743000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,Critical availability impact to the NetworkServiceManager role on CBN09PrdApp13 detected.,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,Critical availability impact to the NetworkServiceManager role on CBN09PrdApp13 detected.,,2026-03-31 13:03:27+00:00,2026-03-31 12:34:54.203000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:23:35.267000+00:00,,,,,0,0,0,2,1
771430659,https://portal.microsofticm.com/imp/v3/incidents/details/771430659/home,2026-03-31 11:25:24.627000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdApp11,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdApp11,,2026-03-31 23:35:23.377000+00:00,2026-03-31 23:35:23.380000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:25:27.170000+00:00,,,,,0,0,0,95,1
771432467,https://portal.microsofticm.com/imp/v3/incidents/details/771432467/home,2026-03-31 11:30:23.483000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN04PrdStr03,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN04PrdStr03,,2026-03-31 15:55:49.647000+00:00,2026-03-31 15:55:49.630000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:30:24.897000+00:00,,,,,0,0,0,16,1
771432484,https://portal.microsofticm.com/imp/v3/incidents/details/771432484/home,2026-03-31 11:30:26.283000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdSAR01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdSAR01,,2026-03-31 14:55:28.380000+00:00,2026-03-31 14:55:28.370000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:30:27.367000+00:00,,,,,0,0,0,6,1
771434392,https://portal.microsofticm.com/imp/v3/incidents/details/771434392/home,2026-03-31 11:35:37.627000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-d.,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-d.,,2026-03-31 12:07:01.480000+00:00,2026-03-31 11:56:05.510000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:37:37.767000+00:00,,,,,0,0,0,4,1
771434802,https://portal.microsofticm.com/imp/v3/incidents/details/771434802/home,2026-03-31 11:36:33.720000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] More than 150 NicInstanceStateMachine stuck in GettingInitialNicData state over 5 mins in koreasouth PUS05PrdGPC05,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] More than 150 NicInstanceStateMachine stuck in GettingInitialNicData state over 5 mins in koreasouth PUS05PrdGPC05,,2026-04-09 21:34:06.627000+00:00,2026-04-09 21:33:19.227000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:36:35.427000+00:00,,,,,0,0,0,1,1
771436276,https://portal.microsofticm.com/imp/v3/incidents/details/771436276/home,2026-03-31 11:40:27.650000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdApp05,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdApp05,771053007,2026-04-09 01:52:32.230000+00:00,2026-03-31 15:25:37.320000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:40:30.003000+00:00,,,,,0,0,0,9,1
771436282,https://portal.microsofticm.com/imp/v3/incidents/details/771436282/home,2026-03-31 11:40:27.957000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN04PrdApp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN04PrdApp01,,2026-03-31 14:50:31.130000+00:00,2026-03-31 14:50:31.120000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:40:29.670000+00:00,,,,,0,0,0,11,1
771436367,https://portal.microsofticm.com/imp/v3/incidents/details/771436367/home,2026-03-31 11:40:42.297000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,NSM to RNM connection is lost in useast2euap CVL08PrdApp11,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,NSM to RNM connection is lost in useast2euap CVL08PrdApp11,771058943,2026-04-03 21:48:45.913000+00:00,2026-03-31 17:02:09.973000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:40:43.567000+00:00,,,,,0,0,0,4,1
771437037,https://portal.microsofticm.com/imp/v3/incidents/details/771437037/home,2026-03-31 11:42:31.303000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN14PrdApp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,SLB long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN14PrdApp01,,2026-03-31 13:46:40.230000+00:00,2026-03-31 13:46:40.233000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:43:36.217000+00:00,,,,,0,0,0,2,1
771438102,https://portal.microsofticm.com/imp/v3/incidents/details/771438102/home,2026-03-31 11:45:23.420000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp09,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp09,771053007,2026-04-09 01:52:29.203000+00:00,2026-03-31 17:40:34.400000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:45:25.140000+00:00,,,,,0,0,0,11,1
771438107,https://portal.microsofticm.com/imp/v3/incidents/details/771438107/home,2026-03-31 11:45:24.890000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdApp10,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdApp10,771053007,2026-04-09 01:52:39.420000+00:00,2026-03-31 12:55:46.650000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:45:26.270000+00:00,,,,,0,0,0,19,1
771439054,https://portal.microsofticm.com/imp/v3/incidents/details/771439054/home,2026-03-31 11:47:38.137000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN14PrdApp01 (first detected in pipeline AZ03),MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,PubSub long pending (ModifiedDurationOver5Minutes) CA-PA mapping publishing task count exceeds threshold in useast2euap CBN14PrdApp01 (first detected in pipeline AZ03),771058943,2026-04-03 21:48:40.880000+00:00,2026-04-01 01:50:52.703000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:48:42.553000+00:00,,,,,0,0,0,8,1
771440159,https://portal.microsofticm.com/imp/v3/incidents/details/771440159/home,2026-03-31 11:50:24.310000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdApp03,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdApp03,771053007,2026-04-09 01:52:36.637000+00:00,2026-03-31 12:50:26.690000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:50:25.527000+00:00,,,,,0,0,0,9,1
771440162,https://portal.microsofticm.com/imp/v3/incidents/details/771440162/home,2026-03-31 11:50:24.853000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN49PrdApp05,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN49PrdApp05,,2026-03-31 15:10:31.437000+00:00,2026-03-31 15:10:31.413000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:50:26.213000+00:00,,,,,0,0,0,9,1
771440467,https://portal.microsofticm.com/imp/v3/incidents/details/771440467/home,2026-03-31 11:51:28.313000+00:00,60163,CLOUDNET\ManagedNetworkController,Cloudnet,25,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicDependencies Region: europewest Instance: azfAnmCPPublicDependencieseuropewestProd,MITIGATED,25,60163,CLOUDNET\ManagedNetworkController,Cloudnet,LiveSite,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicDependencies Region: europewest Instance: azfAnmCPPublicDependencieseuropewestProd,771567597,2026-04-03 19:33:09.617000+00:00,2026-03-31 19:51:33.130000+00:00,,0,0,0,,,0,0,0,,,2026-03-31 11:51:36.990000+00:00,2026-03-31 17:11:28.750000+00:00,,,,,0,0,1,1,1
771442022,https://portal.microsofticm.com/imp/v3/incidents/details/771442022/home,2026-03-31 11:55:29.930000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN14PrdApp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN14PrdApp01,771058943,2026-04-03 21:48:40.847000+00:00,2026-03-31 20:20:35.853000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:55:31.643000+00:00,,,,,0,0,0,15,1
771442221,https://portal.microsofticm.com/imp/v3/incidents/details/771442221/home,2026-03-31 11:56:00.303000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL05PrdApp02,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL05PrdApp02,771053007,2026-04-09 01:52:40.430000+00:00,2026-03-31 12:55:52.583000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:56:01.533000+00:00,,,,,0,0,0,8,1
771442374,https://portal.microsofticm.com/imp/v3/incidents/details/771442374/home,2026-03-31 11:56:23.653000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-d.,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-d.,,2026-03-31 13:45:38.853000+00:00,2026-03-31 13:45:38.843000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 11:57:27.627000+00:00,,,,,0,0,0,2,1
771444231,https://portal.microsofticm.com/imp/v3/incidents/details/771444231/home,2026-03-31 12:01:29.923000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,"[Prod_USEast2euap, fabric:/rnm/svimanager/03] RNM primary is missing primary heartbeat.",MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,"[Prod_USEast2euap, fabric:/rnm/svimanager/03] RNM primary is missing primary heartbeat.",771170475,2026-04-01 07:03:33.020000+00:00,2026-04-01 07:02:39.287000+00:00,,1,0,1,1,,0,0,0,2026-03-31 12:02:52.547000+00:00,,,2026-03-31 12:02:35.440000+00:00,2026-03-31 12:02:52.547000+00:00,83,,83,2,0,0,4,1
771445039,https://portal.microsofticm.com/imp/v3/incidents/details/771445039/home,2026-03-31 12:03:34.287000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] PubSub Connection Failure to Endpoint Unknown exceeded threshold occurred in CBZ06PrdApp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] PubSub Connection Failure to Endpoint Unknown exceeded threshold occurred in CBZ06PrdApp01,,2026-03-31 23:05:39.070000+00:00,2026-03-31 23:05:39.080000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:03:36.310000+00:00,,,,,0,0,0,6,1
771445845,https://portal.microsofticm.com/imp/v3/incidents/details/771445845/home,2026-03-31 12:05:27.077000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp10,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp10,771053007,2026-04-09 01:52:30.200000+00:00,2026-03-31 15:35:32.903000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:05:28.937000+00:00,,,,,0,0,0,8,1
771446028,https://portal.microsofticm.com/imp/v3/incidents/details/771446028/home,2026-03-31 12:05:57.090000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,"[CRUD PrivateLinkService Failures] RT_ExceptionType [USEast2euap, System.TimeoutException] is unhealthy.",MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,"[CRUD PrivateLinkService Failures] RT_ExceptionType [USEast2euap, System.TimeoutException] is unhealthy.",770955382,2026-03-31 17:45:25.507000+00:00,2026-03-31 17:45:25.390000+00:00,,1,0,1,1,,0,0,0,2026-03-31 12:07:42.723000+00:00,,,2026-03-31 12:07:01.540000+00:00,2026-03-31 12:07:42.723000+00:00,105,,105,2,0,0,4,1
771447987,https://portal.microsofticm.com/imp/v3/incidents/details/771447987/home,2026-03-31 12:10:33.553000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN49PrdStr02,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN49PrdStr02,,2026-03-31 14:30:47.310000+00:00,2026-03-31 14:30:47.297000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:10:35.307000+00:00,,,,,0,0,0,6,1
771449729,https://portal.microsofticm.com/imp/v3/incidents/details/771449729/home,2026-03-31 12:15:03.630000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,NSM to RNM connection is lost in useast2euap CVL10PrdApp02,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,NSM to RNM connection is lost in useast2euap CVL10PrdApp02,,2026-03-31 17:01:37.783000+00:00,2026-03-31 17:01:37.793000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:16:08.503000+00:00,,,,,0,0,0,2,1
771451959,https://portal.microsofticm.com/imp/v3/incidents/details/771451959/home,2026-03-31 12:20:26.873000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp05,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp05,771053007,2026-04-09 01:52:30.890000+00:00,2026-03-31 13:35:25.563000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:20:28.767000+00:00,,,,,0,0,0,7,1
771451971,https://portal.microsofticm.com/imp/v3/incidents/details/771451971/home,2026-03-31 12:20:28.527000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdApp13,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdApp13,771053007,2026-04-09 01:52:33.580000+00:00,2026-03-31 13:40:29.647000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:20:29.900000+00:00,,,,,0,0,0,9,1
771451972,https://portal.microsofticm.com/imp/v3/incidents/details/771451972/home,2026-03-31 12:20:28.703000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBZ06PrdApp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBZ06PrdApp01,770974418,2026-04-09 01:47:03.443000+00:00,2026-03-31 22:45:38.153000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:20:30.743000+00:00,,,,,0,0,0,15,1
771453592,https://portal.microsofticm.com/imp/v3/incidents/details/771453592/home,2026-03-31 12:24:16.893000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,[Merlin][RNC] Unexpected NSG Failures Detected In Region East US 2 EUAP Operation PutNetworkSecurityGroupOperation,MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,[Merlin][RNC] Unexpected NSG Failures Detected In Region East US 2 EUAP Operation PutNetworkSecurityGroupOperation,770955382,2026-03-31 17:45:25.543000+00:00,2026-03-31 17:45:25.390000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:25:24.010000+00:00,,,,,0,0,0,3,1
771454036,https://portal.microsofticm.com/imp/v3/incidents/details/771454036/home,2026-03-31 12:25:22.760000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN49PrdStr01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN49PrdStr01,,2026-03-31 17:05:31.487000+00:00,2026-03-31 17:05:31.477000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:25:25.413000+00:00,,,,,0,0,0,10,1
771454048,https://portal.microsofticm.com/imp/v3/incidents/details/771454048/home,2026-03-31 12:25:25.780000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdStf02,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdStf02,771053007,2026-04-09 01:52:38.597000+00:00,2026-03-31 13:25:25.527000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:25:27.810000+00:00,,,,,0,0,0,7,1
771454051,https://portal.microsofticm.com/imp/v3/incidents/details/771454051/home,2026-03-31 12:25:26.223000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL05PrdApp08,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL05PrdApp08,771053007,2026-04-09 01:52:34.997000+00:00,2026-03-31 14:45:39.733000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:25:27.720000+00:00,,,,,0,0,0,7,1
771454071,https://portal.microsofticm.com/imp/v3/incidents/details/771454071/home,2026-03-31 12:25:30.653000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdSDF02,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdSDF02,771053007,2026-04-09 01:52:28.563000+00:00,2026-03-31 15:45:58.147000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:25:32.410000+00:00,,,,,0,0,0,10,1
771454194,https://portal.microsofticm.com/imp/v3/incidents/details/771454194/home,2026-03-31 12:25:49.430000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-a.,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[GTM-HighStaleGenericTask] AzNM High Stale Generic Task detected on tenant useast2euap-znc-prod-a.,,2026-03-31 14:31:40.993000+00:00,2026-03-31 14:31:40.983000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:27:31.953000+00:00,,,,,0,0,0,4,1
771456183,https://portal.microsofticm.com/imp/v3/incidents/details/771456183/home,2026-03-31 12:30:22.623000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdStp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL01PrdStp01,771053007,2026-04-09 01:52:29.173000+00:00,2026-03-31 17:25:25.497000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:30:30.920000+00:00,,,,,0,0,0,14,1
771458457,https://portal.microsofticm.com/imp/v3/incidents/details/771458457/home,2026-03-31 12:36:04.237000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[ANR&RNR] Out of Backend IP addresses of BatchUpdateNetworkResource-Allocation in uswest3 PHX60PrdGPC01 in the last 30 minutes is significantly increasing.,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[ANR&RNR] Out of Backend IP addresses of BatchUpdateNetworkResource-Allocation in uswest3 PHX60PrdGPC01 in the last 30 minutes is significantly increasing.,,2026-03-31 14:02:33.840000+00:00,2026-03-31 14:02:11.187000+00:00,,,,,,,,,,,,,,,,,,,,,,1
771459513,https://portal.microsofticm.com/imp/v3/incidents/details/771459513/home,2026-03-31 12:38:38.713000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,[[Qos_CanaryPilot_Only] Server Side Error Rate High] NRP_Region [East US 2 EUAP][East US 2 EUAP] is unhealthy.,MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,[[Qos_CanaryPilot_Only] Server Side Error Rate High] NRP_Region [East US 2 EUAP][East US 2 EUAP] is unhealthy.,770955382,2026-03-31 20:18:58.180000+00:00,2026-03-31 17:45:25.390000+00:00,,1,0,1,1,,0,1,1,2026-03-31 12:39:03.747000+00:00,,,2026-03-31 12:39:43.230000+00:00,2026-03-31 12:39:03.747000+00:00,25,,25,1,0,0,3,1
771460213,https://portal.microsofticm.com/imp/v3/incidents/details/771460213/home,2026-03-31 12:40:26.667000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp08,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CVL02PrdApp08,771053007,2026-04-09 01:52:30.997000+00:00,2026-03-31 13:40:26.637000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:40:28.530000+00:00,,,,,0,0,0,7,1
771461635,https://portal.microsofticm.com/imp/v3/incidents/details/771461635/home,2026-03-31 12:43:57.677000+00:00,10661,CLOUDNET\RNM,Cloudnet,2,LiveSite,"[Prod_USEast2euap, fabric:/rnm/svimanager/08] Lock Timeout Detected",MITIGATED,2,10661,CLOUDNET\RNM,Cloudnet,LiveSite,"[Prod_USEast2euap, fabric:/rnm/svimanager/08] Lock Timeout Detected",770955382,2026-03-31 17:45:25.520000+00:00,2026-03-31 17:45:25.390000+00:00,,1,0,1,1,,0,0,0,2026-03-31 12:46:04.087000+00:00,,,2026-03-31 12:45:01.963000+00:00,2026-03-31 12:46:04.087000+00:00,127,,127,2,0,0,3,1
771464279,https://portal.microsofticm.com/imp/v3/incidents/details/771464279/home,2026-03-31 12:50:22.557000+00:00,10475,CLOUDNET\NetworkManager,Cloudnet,2,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdStp01,MITIGATED,2,10475,CLOUDNET\NetworkManager,Cloudnet,LiveSite,[Merlin] Pubsub publishing failures exceeded threshold in useast2euap CBN09PrdStp01,771053007,2026-04-09 01:52:33.297000+00:00,2026-03-31 13:55:31.127000+00:00,,0,0,0,,,0,0,0,,,,2026-03-31 12:50:26.613000+00:00,,,,,0,0,0,7,1
